ticket_id,customer_id,issue_type,priority,status,created_date
2990,268,Feature Request,Medium,Open,2025-12-15
2991,258,Login Issue,High,Resolved,2026-02-18
2992,325,Account Access,Low,Open,2024-10-20
2993,310,Bug Report,Low,Pending,2024-12-22
2994,390,Bug Report,High,Resolved,2025-04-09
2995,325,Feature Request,Low,Resolved,2026-01-20
2996,322,Account Access,Low,Resolved,2024-06-29
2997,274,Bug Report,Low,Open,2024-12-25
2998,401,Login Issue,Medium,Resolved,2026-03-07
2999,290,Billing,High,Resolved,2025-05-02
3000,7,Account Access,Low,Open,2026-04-08
3001,312,Feature Request,Medium,Pending,2025-06-07
3002,56,Account Access,Low,Open,2024-06-09
3003,429,Account Access,High,Open,2025-07-20
3004,98,Feature Request,Low,Open,2025-09-29
3005,448,Account Access,High,Open,2025-09-01
3006,32,Bug Report,Medium,Open,2024-11-29
3007,372,Login Issue,High,Resolved,2026-02-11
3008,375,Bug Report,Medium,Resolved,2025-07-11
3009,243,Bug Report,Medium,Open,2024-09-08
3010,149,Account Access,High,Resolved,2024-09-09
3011,337,Feature Request,High,Resolved,2024-10-19
3012,361,Login Issue,Low,Open,2025-07-02
3013,397,Login Issue,High,Resolved,2026-04-28
3014,478,Bug Report,High,Resolved,2025-06-20
3015,61,Feature Request,Low,Resolved,2025-03-13
3016,243,Feature Request,High,Open,2024-06-29
3017,28,Billing,High,Open,2025-03-11
3018,29,Login Issue,Low,Open,2025-03-24
3019,211,Account Access,Medium,Pending,2025-10-01
3020,464,Billing,High,Open,2025-05-12
3021,252,Account Access,Medium,Resolved,2025-09-11
3022,367,Feature Request,Medium,Pending,2025-03-23
3023,419,Bug Report,Medium,Pending,2025-10-11
3024,23,Feature Request,High,Open,2025-12-20
3025,1,Bug Report,High,Resolved,2025-10-27
3026,266,Feature Request,Low,Resolved,2024-10-28
3027,417,Feature Request,High,Open,2024-08-21
3028,444,Account Access,High,Resolved,2026-01-13
3029,154,Bug Report,Medium,Pending,2026-05-11
3030,45,Feature Request,High,Open,2026-02-13
3031,154,Login Issue,High,Pending,2024-12-15
3032,188,Account Access,Medium,Open,2026-02-20
3033,453,Billing,High,Resolved,2024-12-10
3034,19,Feature Request,Low,Pending,2026-03-25
3035,318,Bug Report,Low,Resolved,2024-10-21
3036,274,Login Issue,Low,Open,2026-02-12
3037,404,Billing,Medium,Pending,2024-09-28
3038,17,Feature Request,Low,Resolved,2026-03-22
3039,26,Account Access,Low,Resolved,2026-05-05
3040,74,Account Access,High,Open,2024-06-09
3041,160,Bug Report,Medium,Pending,2024-06-25
3042,167,Bug Report,Medium,Pending,2026-04-02
3043,264,Billing,High,Pending,2026-02-16
3044,168,Billing,Low,Pending,2025-05-30
3045,89,Account Access,Medium,Resolved,2025-07-13
3046,20,Billing,Medium,Resolved,2025-07-11
3047,216,Bug Report,Low,Open,2025-01-14
3048,229,Login Issue,Medium,Open,2024-09-26
3049,133,Billing,Low,Resolved,2025-06-11
3050,203,Billing,High,Resolved,2026-04-03
3051,324,Account Access,Low,Pending,2026-02-08
3052,415,Login Issue,Low,Resolved,2026-03-17
3053,469,Account Access,Medium,Pending,2024-12-09
3054,497,Login Issue,High,Pending,2025-01-22
3055,251,Login Issue,Medium,Resolved,2025-09-10
3056,488,Feature Request,Low,Open,2024-09-08
3057,70,Billing,High,Resolved,2026-03-06
3058,437,Account Access,High,Resolved,2026-02-10
3059,272,Billing,High,Open,2026-04-07
3060,479,Account Access,High,Resolved,2025-08-25
3061,236,Feature Request,Low,Resolved,2025-07-26
3062,235,Account Access,Low,Pending,2025-06-21
3063,468,Login Issue,Medium,Pending,2026-05-04
3064,222,Feature Request,Low,Pending,2025-05-08
3065,343,Login Issue,High,Resolved,2024-10-26
3066,254,Login Issue,Low,Resolved,2024-11-11
3067,23,Login Issue,High,Resolved,2025-02-02
3068,394,Bug Report,High,Resolved,2024-07-28
3069,9,Bug Report,Medium,Resolved,2025-05-27
3070,113,Billing,Medium,Resolved,2025-08-18
3071,410,Feature Request,Low,Pending,2025-04-21
3072,213,Billing,Low,Open,2025-03-12
3073,198,Account Access,Low,Pending,2025-07-15
3074,444,Account Access,High,Resolved,2024-08-28
3075,17,Feature Request,High,Open,2025-04-14
3076,222,Feature Request,High,Pending,2026-03-26
3077,270,Account Access,Medium,Resolved,2024-07-13
3078,181,Feature Request,Low,Open,2024-10-31
3079,476,Bug Report,Medium,Resolved,2025-10-19
3080,27,Feature Request,Medium,Open,2025-02-14
3081,369,Login Issue,Medium,Pending,2024-10-17
3082,175,Billing,Medium,Resolved,2026-03-17
3083,240,Feature Request,High,Pending,2025-04-08
3084,399,Login Issue,High,Resolved,2025-01-16
3085,467,Account Access,Low,Pending,2026-04-03
3086,418,Billing,Low,Resolved,2024-09-04
3087,463,Login Issue,Medium,Pending,2025-06-29
3088,390,Feature Request,Low,Resolved,2025-05-04
3089,365,Account Access,Medium,Pending,2025-08-08
3090,162,Billing,High,Open,2024-07-25
3091,88,Billing,Medium,Resolved,2025-03-18
3092,81,Billing,Medium,Resolved,2025-02-23
3093,496,Billing,Medium,Open,2026-05-12
3094,189,Billing,Low,Open,2025-04-16
3095,4,Bug Report,High,Resolved,2026-05-19
3096,56,Login Issue,Low,Pending,2024-12-24
3097,200,Login Issue,High,Open,2025-04-07
3098,96,Billing,Medium,Resolved,2024-11-22
3099,142,Feature Request,High,Resolved,2024-06-23
3100,473,Billing,Low,Open,2024-12-05
3101,21,Feature Request,Medium,Resolved,2026-02-20
3102,496,Billing,Low,Pending,2024-09-02
3103,132,Bug Report,Low,Resolved,2025-11-06
3104,38,Login Issue,High,Resolved,2025-02-20
3105,82,Billing,High,Open,2025-07-20
3106,28,Login Issue,Medium,Pending,2025-06-30
3107,109,Billing,Low,Open,2025-03-21
3108,297,Feature Request,Medium,Pending,2025-04-01
3109,236,Feature Request,Medium,Resolved,2026-01-30
3110,311,Billing,High,Pending,2025-04-27
3111,145,Bug Report,Low,Pending,2025-11-02
3112,354,Billing,High,Open,2024-09-24
3113,303,Feature Request,Low,Resolved,2025-03-30
3114,453,Feature Request,Medium,Resolved,2025-03-19
3115,498,Billing,High,Pending,2025-01-06
3116,230,Feature Request,Low,Resolved,2026-04-02
3117,78,Account Access,Medium,Pending,2025-01-23
3118,305,Account Access,High,Pending,2025-10-24
3119,218,Account Access,Low,Pending,2026-03-13
3120,169,Billing,Medium,Open,2024-10-18
3121,370,Bug Report,Low,Pending,2024-10-06
3122,269,Login Issue,Medium,Pending,2026-02-07
3123,279,Login Issue,Low,Resolved,2024-12-28
3124,436,Login Issue,High,Resolved,2026-03-12
3125,414,Bug Report,Medium,Open,2025-04-28
3126,167,Login Issue,High,Resolved,2025-06-16
3127,256,Feature Request,Medium,Resolved,2026-01-07
3128,381,Account Access,High,Resolved,2025-08-09
3129,339,Feature Request,Medium,Open,2025-05-29
3130,206,Billing,Low,Pending,2024-11-08
3131,459,Billing,High,Resolved,2025-11-03
3132,227,Billing,Medium,Pending,2024-06-11
3133,104,Feature Request,Low,Resolved,2025-01-06
3134,465,Bug Report,Medium,Resolved,2024-09-09
3135,9,Account Access,High,Pending,2026-05-22
3136,97,Account Access,Medium,Resolved,2025-02-26
3137,121,Login Issue,Medium,Pending,2025-11-30
3138,81,Account Access,Low,Resolved,2025-03-08
3139,197,Feature Request,High,Resolved,2024-08-25
3140,374,Bug Report,Medium,Resolved,2026-03-18
3141,74,Billing,Low,Open,2025-12-26
3142,491,Login Issue,Low,Pending,2024-10-19
3143,198,Account Access,Low,Pending,2025-09-21
3144,83,Account Access,Medium,Pending,2024-12-19
3145,450,Login Issue,High,Open,2025-10-21
3146,373,Feature Request,Low,Open,2024-10-26
3147,136,Login Issue,Low,Pending,2025-06-28
3148,222,Feature Request,Low,Pending,2026-03-08
3149,454,Login Issue,High,Resolved,2026-03-03
3150,457,Billing,High,Resolved,2024-07-25
3151,219,Login Issue,High,Resolved,2025-11-22
3152,285,Login Issue,High,Pending,2024-06-15
3153,253,Account Access,Low,Pending,2025-09-01
3154,468,Login Issue,Low,Open,2025-07-04
3155,341,Feature Request,High,Resolved,2026-03-05
3156,462,Login Issue,Low,Pending,2026-03-07
3157,44,Login Issue,Low,Resolved,2026-03-29
3158,92,Login Issue,High,Pending,2025-03-16
3159,395,Bug Report,Medium,Resolved,2025-05-20
3160,484,Feature Request,High,Pending,2025-01-09
3161,213,Account Access,High,Resolved,2026-03-19
3162,309,Account Access,Low,Resolved,2026-03-24
3163,157,Account Access,Low,Open,2025-06-11
3164,249,Login Issue,High,Open,2024-07-15
3165,446,Bug Report,High,Pending,2026-01-31
3166,97,Feature Request,High,Resolved,2024-10-23
3167,389,Login Issue,High,Open,2025-02-22
3168,23,Billing,Low,Open,2024-12-24
3169,207,Feature Request,High,Open,2025-04-02
3170,33,Billing,Low,Open,2025-02-11
3171,398,Feature Request,Medium,Resolved,2024-10-22
3172,489,Bug Report,High,Open,2024-07-04
3173,428,Feature Request,Low,Open,2026-04-21
3174,356,Billing,High,Resolved,2025-08-07
3175,17,Feature Request,High,Open,2024-09-12
3176,253,Bug Report,Low,Pending,2024-10-27
3177,49,Login Issue,Medium,Pending,2026-03-08
3178,64,Account Access,Medium,Open,2025-04-13
3179,469,Account Access,High,Pending,2024-06-02
3180,182,Login Issue,High,Pending,2025-11-21
3181,494,Billing,Medium,Resolved,2025-12-25
3182,476,Billing,Low,Resolved,2025-01-01
3183,359,Login Issue,Medium,Open,2024-09-18
3184,457,Bug Report,Medium,Resolved,2024-08-23
3185,208,Billing,Low,Pending,2025-01-21
3186,38,Bug Report,Medium,Open,2026-01-01
3187,124,Bug Report,Medium,Resolved,2025-11-22
3188,407,Feature Request,Medium,Resolved,2025-06-11
3189,164,Login Issue,Low,Resolved,2024-11-14
3190,64,Bug Report,Low,Resolved,2026-03-31
3191,387,Login Issue,Medium,Pending,2025-02-01
3192,209,Billing,Low,Resolved,2025-05-18
3193,219,Bug Report,High,Open,2025-11-10
3194,140,Account Access,High,Resolved,2025-04-16
3195,394,Feature Request,Medium,Resolved,2024-11-16
3196,493,Bug Report,Low,Resolved,2025-11-14
3197,120,Account Access,Medium,Pending,2025-03-11
3198,164,Bug Report,Medium,Pending,2024-12-29
3199,252,Login Issue,Medium,Resolved,2024-10-04
3200,188,Login Issue,Medium,Pending,2025-05-02
3201,196,Login Issue,High,Pending,2024-12-12
3202,139,Bug Report,Medium,Pending,2025-04-24
3203,490,Account Access,Medium,Open,2026-05-18
3204,134,Login Issue,Medium,Resolved,2024-11-06
3205,456,Feature Request,Low,Open,2024-12-18
3206,197,Billing,Low,Resolved,2024-10-17
3207,25,Bug Report,High,Open,2024-10-27
3208,409,Account Access,High,Open,2026-05-21
3209,72,Feature Request,Low,Resolved,2025-03-06
3210,174,Login Issue,Low,Pending,2025-04-07
3211,89,Billing,Medium,Pending,2024-06-18
3212,324,Account Access,Low,Pending,2025-06-11
3213,183,Login Issue,Low,Open,2025-03-06
3214,292,Account Access,Medium,Open,2024-12-23
3215,285,Billing,Low,Pending,2025-02-22
3216,449,Account Access,High,Pending,2024-12-07
3217,286,Login Issue,High,Resolved,2024-11-12
3218,267,Login Issue,Low,Open,2025-12-26
3219,342,Login Issue,Low,Resolved,2024-06-17
3220,362,Login Issue,Low,Resolved,2025-04-01
3221,65,Feature Request,Medium,Open,2024-12-19
3222,388,Bug Report,Medium,Open,2025-09-13
3223,37,Account Access,Medium,Pending,2025-12-07
3224,399,Billing,High,Resolved,2025-08-06
3225,164,Login Issue,Low,Resolved,2024-11-03
3226,290,Billing,High,Pending,2025-11-27
3227,291,Login Issue,High,Pending,2026-02-12
3228,322,Bug Report,High,Pending,2024-10-22
3229,320,Billing,Medium,Resolved,2026-02-09
3230,411,Bug Report,Medium,Pending,2025-05-16
3231,450,Login Issue,Medium,Pending,2024-09-02
3232,246,Login Issue,Low,Resolved,2025-09-27
3233,204,Billing,High,Open,2024-12-16
3234,444,Account Access,High,Pending,2025-12-06
3235,43,Login Issue,High,Pending,2026-02-07
3236,484,Account Access,Low,Pending,2026-03-16
3237,125,Bug Report,Medium,Resolved,2025-05-28
3238,153,Bug Report,High,Resolved,2025-09-01
3239,423,Account Access,High,Resolved,2025-04-06
3240,461,Login Issue,High,Pending,2025-12-25
3241,16,Billing,Medium,Open,2026-05-07
3242,190,Billing,High,Pending,2025-09-24
3243,452,Billing,Low,Resolved,2024-12-10
3244,271,Account Access,Medium,Pending,2024-09-24
3245,344,Account Access,Medium,Open,2026-04-20
3246,471,Account Access,Low,Resolved,2024-09-14
3247,387,Bug Report,Low,Pending,2025-08-29
3248,408,Billing,Low,Resolved,2025-08-01
3249,64,Account Access,Medium,Open,2025-09-07
3250,470,Login Issue,Low,Open,2026-04-17
3251,181,Bug Report,Medium,Open,2024-11-19
3252,40,Account Access,High,Pending,2024-08-17
3253,273,Account Access,Low,Open,2025-09-12
3254,377,Feature Request,Low,Resolved,2024-10-03
3255,396,Billing,Low,Pending,2025-04-15
3256,192,Account Access,Low,Open,2025-04-30
3257,464,Bug Report,Low,Resolved,2025-10-18
3258,370,Account Access,Low,Pending,2024-08-09
3259,24,Billing,High,Open,2024-08-27
3260,464,Billing,Low,Open,2025-04-24
3261,208,Billing,Low,Resolved,2025-07-22
3262,205,Account Access,Low,Resolved,2024-07-26
3263,185,Account Access,Medium,Resolved,2024-08-10
3264,19,Feature Request,Medium,Open,2025-06-23
3265,493,Bug Report,Medium,Open,2025-08-31
3266,89,Login Issue,Medium,Resolved,2025-10-03
3267,284,Bug Report,High,Open,2025-05-20
3268,114,Bug Report,High,Open,2024-12-21
3269,63,Bug Report,Medium,Pending,2024-10-29
3270,323,Billing,High,Resolved,2024-06-17
3271,191,Login Issue,Medium,Pending,2025-12-29
3272,305,Feature Request,High,Open,2025-04-10
3273,45,Account Access,Medium,Pending,2025-12-27
3274,382,Bug Report,Low,Open,2025-10-07
3275,252,Billing,Medium,Resolved,2026-04-12
3276,488,Billing,Medium,Resolved,2026-02-06
3277,90,Bug Report,Low,Resolved,2026-01-12
3278,421,Login Issue,Medium,Open,2025-08-29
3279,24,Account Access,Medium,Pending,2024-06-01
3280,431,Login Issue,Low,Open,2025-11-24
3281,250,Login Issue,High,Open,2026-01-08
3282,447,Account Access,Low,Open,2025-10-09
3283,437,Feature Request,Low,Pending,2024-12-06
3284,202,Feature Request,High,Pending,2025-10-09
3285,80,Account Access,Medium,Open,2025-11-21
3286,80,Billing,High,Open,2025-01-04
3287,328,Feature Request,Medium,Open,2025-07-10
3288,465,Login Issue,Medium,Pending,2025-07-28
3289,304,Login Issue,Medium,Open,2025-07-11
3290,192,Account Access,Low,Pending,2025-02-19
3291,468,Bug Report,Medium,Resolved,2025-09-06
3292,40,Bug Report,Low,Pending,2025-09-25
3293,443,Bug Report,Medium,Open,2024-12-26
3294,159,Account Access,Low,Pending,2026-02-07
3295,30,Billing,High,Open,2026-05-15
3296,59,Login Issue,High,Pending,2026-04-06
3297,22,Feature Request,Low,Resolved,2024-06-04
3298,46,Login Issue,High,Open,2026-05-11
3299,331,Feature Request,Medium,Pending,2026-03-04
3300,309,Login Issue,Low,Pending,2025-01-04
3301,208,Bug Report,High,Open,2024-06-07
3302,25,Login Issue,Low,Resolved,2024-11-18
3303,240,Feature Request,Low,Open,2024-07-24
3304,443,Billing,Medium,Resolved,2025-11-25
3305,364,Bug Report,High,Pending,2026-04-08
3306,403,Account Access,High,Pending,2025-08-20
3307,382,Billing,Medium,Open,2024-09-27
3308,393,Billing,High,Resolved,2026-04-30
3309,148,Billing,High,Resolved,2026-03-29
3310,106,Feature Request,Medium,Resolved,2025-11-22
3311,158,Billing,Low,Pending,2025-09-18
3312,124,Bug Report,Low,Resolved,2025-10-07
3313,407,Bug Report,Low,Pending,2025-10-04
3314,310,Billing,Medium,Resolved,2024-11-28
3315,41,Feature Request,Medium,Resolved,2025-08-11
3316,93,Bug Report,Medium,Resolved,2024-12-07
3317,467,Login Issue,Medium,Pending,2024-09-29
3318,157,Login Issue,High,Pending,2026-01-11
3319,371,Bug Report,Medium,Resolved,2025-11-12
3320,364,Bug Report,High,Open,2024-07-16
3321,234,Feature Request,Medium,Pending,2024-12-23
3322,125,Bug Report,Low,Open,2024-12-12
3323,195,Feature Request,High,Resolved,2025-01-20
3324,474,Feature Request,Medium,Pending,2024-12-14
3325,452,Login Issue,Medium,Resolved,2024-08-31
3326,169,Bug Report,Medium,Resolved,2024-09-25
3327,287,Billing,High,Pending,2025-07-28
3328,86,Billing,Low,Pending,2025-08-01
3329,469,Account Access,High,Pending,2026-02-09
3330,295,Login Issue,Low,Resolved,2025-07-22
3331,407,Account Access,Low,Open,2025-10-04
3332,434,Bug Report,Medium,Resolved,2025-01-17
3333,491,Bug Report,Low,Pending,2025-10-27
3334,291,Login Issue,Low,Resolved,2024-09-11
3335,24,Feature Request,Medium,Resolved,2024-08-09
3336,107,Bug Report,Low,Resolved,2025-03-06
3337,111,Bug Report,Low,Resolved,2025-08-26
3338,133,Bug Report,Medium,Pending,2025-09-13
3339,490,Feature Request,Medium,Open,2026-04-11
3340,394,Bug Report,Low,Resolved,2024-05-30
3341,470,Billing,High,Pending,2026-05-18
3342,267,Login Issue,High,Open,2025-10-26
3343,86,Login Issue,Low,Open,2024-07-19
3344,304,Bug Report,High,Pending,2024-07-07
3345,40,Account Access,High,Resolved,2024-12-22
3346,202,Login Issue,Low,Pending,2024-08-08
3347,81,Billing,High,Resolved,2024-12-30
3348,157,Bug Report,High,Resolved,2024-05-30
3349,170,Feature Request,High,Pending,2024-08-09
3350,193,Feature Request,Low,Open,2025-01-08
3351,495,Account Access,Medium,Resolved,2024-11-14
3352,225,Billing,Low,Resolved,2025-11-27
3353,361,Billing,Medium,Open,2026-04-14
3354,6,Account Access,Low,Pending,2024-12-31
3355,378,Billing,Medium,Open,2025-04-26
3356,97,Bug Report,High,Open,2024-07-13
3357,250,Login Issue,Low,Resolved,2025-01-11
3358,237,Billing,Low,Open,2025-08-13
3359,62,Login Issue,Low,Resolved,2024-08-13
3360,34,Bug Report,High,Pending,2026-01-23
3361,65,Login Issue,High,Open,2025-01-13
3362,310,Billing,Low,Resolved,2025-10-03
3363,283,Feature Request,High,Open,2025-07-15
3364,105,Login Issue,Low,Pending,2026-03-29
3365,68,Feature Request,Medium,Pending,2024-08-17
3366,225,Billing,High,Resolved,2025-08-12
3367,470,Bug Report,High,Resolved,2024-08-26
3368,190,Account Access,High,Pending,2025-04-23
3369,162,Billing,Low,Resolved,2025-12-05
3370,239,Account Access,Medium,Pending,2025-09-30
3371,351,Bug Report,High,Pending,2025-07-18
3372,46,Login Issue,High,Pending,2026-01-25
3373,229,Billing,Medium,Pending,2025-06-15
3374,159,Billing,Low,Resolved,2024-06-30
3375,371,Feature Request,Low,Resolved,2024-11-22
3376,427,Billing,Low,Resolved,2024-09-27
3377,190,Login Issue,High,Resolved,2024-08-17
3378,211,Billing,Low,Pending,2025-10-18
3379,222,Feature Request,Medium,Resolved,2024-09-19
3380,487,Account Access,Medium,Resolved,2024-08-27
3381,42,Bug Report,Low,Open,2025-02-06
3382,268,Billing,Medium,Pending,2024-11-29
3383,140,Bug Report,Medium,Resolved,2025-11-23
3384,296,Account Access,High,Open,2025-10-04
3385,43,Account Access,High,Open,2026-05-09
3386,395,Login Issue,High,Pending,2024-11-15
3387,316,Feature Request,High,Open,2024-07-08
3388,455,Bug Report,High,Open,2024-06-25
3389,187,Billing,Low,Resolved,2026-01-28
3390,169,Billing,High,Resolved,2026-05-08
3391,335,Bug Report,Low,Resolved,2024-11-11
3392,297,Feature Request,Medium,Pending,2025-03-20
3393,433,Billing,High,Open,2025-01-13
3394,96,Feature Request,Medium,Open,2024-12-19
3395,422,Account Access,Medium,Open,2025-12-30
3396,363,Bug Report,Low,Open,2026-04-15
3397,31,Account Access,Medium,Pending,2025-09-03
3398,392,Account Access,Low,Resolved,2026-02-19
3399,209,Bug Report,Low,Resolved,2024-09-01
3400,160,Login Issue,High,Resolved,2025-06-01
3401,110,Feature Request,Medium,Open,2025-03-16
3402,189,Login Issue,Medium,Resolved,2025-11-09
3403,382,Bug Report,High,Open,2024-12-27
3404,461,Billing,High,Resolved,2025-10-09
3405,491,Feature Request,Medium,Open,2025-07-29
3406,167,Billing,High,Pending,2025-08-06
3407,192,Login Issue,Medium,Open,2025-05-23
3408,254,Billing,High,Open,2025-06-03
3409,255,Login Issue,High,Pending,2025-09-06
3410,156,Login Issue,Low,Resolved,2024-08-21
3411,292,Feature Request,High,Pending,2024-12-12
3412,457,Login Issue,Low,Open,2026-01-02
3413,72,Billing,High,Resolved,2026-04-15
3414,191,Login Issue,Medium,Pending,2025-06-16
3415,166,Billing,Medium,Pending,2026-04-18
3416,287,Billing,Medium,Pending,2025-02-02
3417,229,Account Access,High,Resolved,2025-12-23
3418,376,Account Access,Medium,Open,2025-01-23
3419,126,Login Issue,High,Pending,2025-03-02
3420,482,Account Access,Low,Resolved,2024-11-01
3421,130,Login Issue,Medium,Pending,2024-10-31
